MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
45278,6/24/2011,3/2/2013,Male,4,shenzhen,guangdong,CN,36.0,3/31/2014,3,1247,686.0,1051.0,2287,1/8/2014,84,156.0,300,0,0.7116484479999999,3464,19
55980,1/3/2013,1/30/2013,Female,4,yanji,jilin,CN,42.0,3/31/2014,2,939,1674.0,0.0,2239,2/7/2013,419,8.0,8,0,0.7268200090000001,939,0
15330,11/7/2012,11/21/2012,Male,4,CALOOCAN CITY,,PH,73.0,3/31/2014,3,1486,850.0,1000.0,3248,4/24/2013,343,77.0,147,0,0.5009852220000001,1486,0
40416,8/19/2010,8/19/2010,Male,4,shanghai,shanghai,CN,32.0,3/31/2014,2,1698,1152.0,0.0,1758,10/10/2012,539,23.0,23,0,0.92559727,1698,0
29288,8/20/2005,9/30/2005,Male,4,shanghai,shanghai,CN,38.0,3/31/2014,2,1542,,0.0,1627,3/17/2013,381,268.0,268,0,1.0,1542,0
34294,3/8/2013,3/8/2013,Male,4,nanjing,jiangsu,CN,28.0,3/31/2014,2,1077,876.0,700.0,2279,5/16/2013,321,69.0,69,0,0.7139096090000001,1077,0
27090,4/28/2011,8/14/2011,Male,4,zhongshan,guangdong,CN,38.0,3/31/2014,2,1768,1632.0,0.0,1914,10/21/2012,528,5.0,5,0,0.85,5795,12
38277,9/14/2005,11/3/2012,Female,4,chifeng,neimenggu,CN,51.0,3/31/2014,2,1563,1210.0,0.0,1848,11/3/2012,515,0.0,0,0,0.880357143,1563,0
12207,8/25/2008,2/28/2009,Male,4,cixi,zhejiang,CN,43.0,3/31/2014,2,1163,908.0,801.0,2035,12/26/2013,97,536.0,536,0,0.7993955770000001,1163,0
9538,2/11/2006,2/11/2006,Male,4,hangzhou,zhejiang,CN,50.0,3/31/2014,2,1150,630.0,897.0,3073,7/5/2013,271,272.0,272,0,0.529339408,1150,0
62044,12/1/2012,12/1/2012,Male,4,panjin,liaoning,CN,53.0,3/31/2014,2,1697,630.0,994.0,1782,9/28/2013,186,301.0,301,0,0.912716049,1697,0
51371,4/19/2012,4/19/2012,Female,4,shenzhen,guangdong,CN,31.0,3/31/2014,2,1239,1020.0,515.0,3273,9/7/2013,207,506.0,506,0,0.49689887,1239,0
1492,4/4/2011,4/30/2011,Male,4,guangzhou,guangzhou,CN,35.0,3/31/2014,2,1582,1634.0,0.0,2605,3/5/2013,393,321.0,321,0,0.624261036,1582,0
14236,4/15/2011,4/15/2011,Male,4,xian,shanxi,CN,46.0,3/31/2014,2,1032,0.0,1430.0,2785,6/6/2013,300,2.0,2,0,0.5838707360000001,1032,0
17133,6/6/2012,6/9/2012,Female,4,shenyang,liaoning,CN,29.0,3/31/2014,2,954,,0.0,2710,6/12/2012,659,3.0,3,0,0.6,954,0
26084,3/15/2012,6/25/2012,Female,4,shanghai,shanghai,CN,27.0,3/31/2014,2,1670,,0.0,2710,12/15/2012,473,173.0,173,0,0.6,1670,0
35004,6/10/2012,6/13/2012,Male,4,shenyangshi,liaoningsheng,CN,48.0,3/31/2014,2,954,,0.0,2710,6/16/2012,655,3.0,3,0,0.6,954,0
44146,6/27/2012,6/28/2012,Male,4,shenyang,liaoning,CN,71.0,3/31/2014,2,954,,0.0,2710,7/4/2012,637,6.0,6,0,0.6,954,0
53123,12/7/2012,12/7/2012,Male,4,shenyang,liaoning,CN,42.0,3/31/2014,2,1670,,0.0,2710,3/23/2013,375,106.0,106,0,0.6,1670,0
11199,6/23/2005,7/24/2005,Male,4,,,CN,68.0,3/31/2014,2,1774,579.0,970.0,2214,6/13/2013,293,156.0,156,0,0.7343902440000001,1774,0
44170,10/23/2012,10/24/2012,Male,4,benxi,liaoning,CN,46.0,3/31/2014,2,1607,1439.0,0.0,2095,10/24/2012,525,0.0,0,0,0.776085919,1607,0
25697,3/24/2011,5/31/2011,Male,4,LAGOS,LAGOS-STATE,NI,37.0,3/31/2014,6,2584,3284.0,500.0,1994,6/27/2013,279,88.0,226,0,0.8153460379999999,2584,0
49260,9/1/2009,9/1/2009,Male,4,wuhan,hubei,CN,47.0,3/31/2014,2,1513,1648.0,0.0,1778,1/31/2013,426,75.0,75,0,0.9143982,3606,24
43770,1/27/2010,2/25/2010,Male,4,INCHEON,,KR,72.0,3/31/2014,3,982,0.0,2600.0,2787,10/16/2013,168,37.0,45,0,0.583333333,982,0
39613,10/26/2008,10/26/2008,Female,4,nanning,guangxi,CN,38.0,3/31/2014,2,1831,0.0,1524.0,2428,11/23/2013,130,148.0,148,0,0.669555189,1831,0
54492,10/16/2012,12/10/2012,Female,4,guangzhou,guangdong,CN,29.0,3/31/2014,3,1437,330.0,1440.0,2294,4/22/2013,345,66.5,131,0,0.70858762,2565,5
49105,1/19/2009,1/19/2009,Male,4,shanghai,shanghai,CN,32.0,3/31/2014,3,1898,0.0,0.0,3733,8/19/2013,226,10.5,18,2,0.435432628,1898,2
20567,9/18/2007,4/27/2008,Male,4,guangzhou,guangdong,CN,54.0,3/31/2014,3,1236,1570.0,0.0,2884,10/19/2012,530,36.5,71,0,0.563280166,1236,0
10871,1/4/2013,3/31/2013,Male,4,zhuhai,guangdong,CN,38.0,3/31/2014,3,931,345.0,1308.0,2544,7/13/2013,263,52.0,103,0,0.638494497,1219,1
62084,10/2/2012,10/9/2012,Male,4,shenyangshi,liaoningsheng,CN,25.0,3/31/2014,2,600,1022.0,344.0,2732,2/22/2014,39,501.0,501,0,0.59454978,600,0
15481,4/12/2012,4/12/2012,Female,4,kashi,xinjiang,CN,36.0,3/31/2014,2,1259,1493.0,0.0,3569,4/17/2012,715,5.0,5,0,0.45509946799999995,1259,0
15413,6/1/2012,6/1/2012,Male,4,shenzhen,guangdong,CN,37.0,3/31/2014,2,1779,568.0,0.0,2030,6/27/2012,644,26.0,26,0,0.8,2546,10
18652,3/28/2013,8/4/2013,Female,4,guangzhou,,CN,29.0,3/31/2014,2,1256,0.0,1392.0,2800,8/6/2013,239,2.0,2,0,0.58,1614,11
34082,2/11/2013,2/16/2013,Male,4,,,TW,33.0,3/31/2014,3,1843,660.0,1530.0,1624,4/19/2013,348,31.0,57,0,1.0,1843,0
39136,2/17/2009,12/22/2010,Male,4,,,PH,81.0,3/31/2014,2,920,0.0,1300.0,2800,7/24/2013,252,3.0,3,0,0.58,920,0
41374,5/9/2012,5/9/2012,Male,4,Songpa-gu,Seoul,KR,48.0,3/31/2014,3,1500,5460.0,0.0,1740,6/8/2012,663,15.0,28,0,0.933333333,1500,0
7486,1/13/2012,1/6/2013,Male,4,guangzhou,guangdong,CN,33.0,3/31/2014,2,1620,1549.0,0.0,2463,1/9/2013,448,3.0,3,0,0.659317905,1920,1
34249,12/29/2012,12/29/2012,Male,4,guangzhou,guangdong,CN,49.0,3/31/2014,3,1481,465.0,1265.0,2619,2/16/2014,45,207.0,280,0,0.62,1481,0
31388,1/17/2010,1/17/2010,Female,4,shenzhen,guangdong,CN,31.0,3/31/2014,2,1209,1449.0,0.0,3417,6/16/2012,655,16.0,16,0,0.47519754200000003,1209,0
20726,3/1/2008,3/22/2008,Male,4,jiedong,guangdong,CN,51.0,3/31/2014,2,1732,1620.0,0.0,1804,11/28/2012,490,5.0,5,0,0.9,1732,0
33896,11/4/2012,11/4/2012,Male,4,leidi,hunan,CN,30.0,3/31/2014,2,1101,1513.0,0.0,1910,2/4/2013,422,92.0,92,0,0.85,1101,0
18527,6/19/2012,5/1/2013,Male,4,dalian,liaoning,CN,28.0,3/31/2014,2,1732,0.0,,2068,10/13/2013,171,165.0,165,0,0.785,1732,0
5225,3/1/2011,3/1/2011,Male,4,fuzhou,fuzhou,CN,32.0,3/31/2014,2,1519,1660.0,0.0,1623,3/31/2013,367,35.0,35,0,1.0,1519,0
8722,12/4/2008,12/4/2008,Female,4,changchun,jilin,CN,34.0,3/31/2014,2,1474,1650.0,0.0,1623,7/20/2012,621,0.0,0,0,1.0,1474,0
27847,7/9/2006,9/17/2006,Male,4,PENANG,PENANG,MY,63.0,3/31/2014,3,1152,1430.0,396.0,2126,4/20/2013,347,104.0,205,0,0.763405456,1152,0
15470,7/17/2012,7/17/2012,Male,4,beijing,beijing,CN,34.0,3/31/2014,4,1464,1750.0,0.0,2596,11/9/2012,509,38.33333333,52,0,0.625,1464,0
27736,3/24/2006,3/24/2006,Female,4,guangzhou,guangdong,CN,58.0,3/31/2014,3,516,1216.0,378.0,4125,3/10/2014,22,297.0,394,0,0.39333333299999995,516,0
31907,11/30/2010,11/30/2010,Male,4,Hong Kong,Hong Kong,HK,60.0,3/31/2014,2,962,1545.0,0.0,2950,9/26/2012,553,4.0,4,0,0.55,962,0
36237,5/31/2011,8/12/2011,Male,4,shenyang,liaoning,CN,30.0,3/31/2014,3,1830,1750.0,0.0,1947,8/22/2012,588,48.5,65,0,0.833333333,5463,15
60361,4/17/2012,4/17/2012,Female,4,HK,HK,CN,68.0,3/31/2014,2,962,1616.0,0.0,2950,4/28/2012,704,11.0,11,0,0.55,962,0
48621,7/12/2012,11/6/2012,Male,4,taian,shandong,CN,33.0,3/31/2014,2,938,1556.0,0.0,2554,2/8/2013,418,94.0,94,0,0.635238841,938,0
6012,12/7/2011,12/30/2011,Female,4,shanghai,shanghai,CN,29.0,3/31/2014,3,1620,420.0,1164.0,3030,2/9/2014,52,174.0,343,0,0.53539604,1620,0
2499,6/1/2007,9/28/2007,Male,4,shanghai,shanghai,CN,40.0,3/31/2014,2,1748,1780.0,0.0,1622,9/24/2012,555,3.0,3,0,1.0,1748,0
2802,10/23/2007,10/26/2007,Male,4,beijing,beijing,CN,61.0,3/31/2014,2,1748,1780.0,0.0,1622,4/24/2012,708,4.0,4,0,1.0,1748,0
4611,3/6/2010,3/6/2010,Male,4,shanghai,shanghai,CN,47.0,3/31/2014,2,1748,1780.0,0.0,1622,9/1/2012,578,2.0,2,0,1.0,1748,0
5512,7/15/2011,8/29/2011,Male,4,changshashi,hunansheng,CN,39.0,3/31/2014,2,1748,1780.0,0.0,1622,7/10/2012,631,6.0,6,0,1.0,1748,0
19013,10/25/2006,11/9/2006,Male,4,shanghai,,CN,47.0,3/31/2014,2,1748,1780.0,0.0,1622,4/23/2012,709,3.0,3,0,1.0,1748,0
23557,8/25/2011,10/16/2011,Male,4,changsha,hunan,CN,46.0,3/31/2014,2,1748,1780.0,0.0,1622,2/13/2013,413,313.0,313,0,1.0,1748,0
24281,2/13/2012,2/13/2012,Male,4,shanghaishi,shanghaishi,CN,45.0,3/31/2014,2,1748,1780.0,0.0,1622,7/26/2012,615,3.0,3,0,1.0,1748,0
31430,12/3/2010,6/25/2012,Male,4,.,shanghai,CN,33.0,3/31/2014,2,1748,1780.0,0.0,1622,7/2/2012,639,7.0,7,0,1.0,2172,17
38840,12/6/2007,9/18/2008,Male,4,shanghai,shanghai,CN,40.0,3/31/2014,2,1748,1780.0,0.0,1622,2/24/2013,402,14.0,14,0,1.0,8076,29
55818,6/23/2012,7/20/2012,Female,4,shanghai,shanghai,CN,30.0,3/31/2014,2,1748,1780.0,0.0,1622,12/12/2012,476,1.0,1,0,1.0,25141,5
415,8/14/2012,1/17/2014,Male,4,foshan,guangdong,CN,46.0,3/31/2014,2,1677,0.0,1587.0,2616,1/20/2014,72,3.0,3,0,0.62,3777,19
28301,11/20/2007,11/28/2007,Female,4,fanyu,guangdong,CN,38.0,3/31/2014,2,1677,0.0,1587.0,2616,1/24/2014,68,2.0,2,0,0.62,3034,2
4397,3/22/2010,7/9/2010,Male,4,beijing,,CN,38.0,3/31/2014,2,1258,1458.0,0.0,3604,11/24/2012,494,38.0,38,0,0.45,1258,0
55724,12/21/2011,9/22/2012,Male,4,deyang,sichuan,CN,45.0,3/31/2014,2,935,1519.0,0.0,2575,1/18/2013,439,118.0,118,0,0.629825243,935,0
49697,10/6/2010,10/6/2010,Female,4,beijing,beijing,CN,28.0,3/31/2014,2,1039,0.0,1505.0,2714,1/21/2014,71,0.0,0,0,0.59752395,1039,0
2091,3/9/2005,6/7/2005,Male,4,,,CN,40.0,3/31/2014,2,1757,1120.0,750.0,1921,4/19/2013,348,211.0,211,0,0.844143675,1757,0
55464,3/1/2010,8/13/2011,Female,4,guangzhou,guangdong,CN,31.0,3/31/2014,3,500,710.0,901.0,4513,6/2/2013,304,126.0,244,0,0.359297585,500,0
172,1/14/2011,3/24/2011,Female,4,zhengzhou,henan,CN,31.0,3/31/2014,3,1550,690.0,931.0,2070,3/17/2014,15,272.5,544,0,0.783333333,6027,13
9679,6/14/2006,7/18/2006,Male,4,guangzhou,guangdong,CN,33.0,3/31/2014,3,1359,525.0,1086.0,2821,9/28/2013,186,116.0,132,0,0.574739454,1359,0
41090,5/11/2011,5/11/2011,Male,4,shantou,guangdong,CN,47.0,3/31/2014,2,1377,1535.0,0.0,2092,10/24/2012,525,181.0,181,0,0.775,1377,0
31880,11/27/2010,12/9/2010,Female,4,dalian,liaoning,CN,33.0,3/31/2014,3,1500,1988.0,0.0,1737,9/1/2012,578,32.5,63,0,0.933333333,1500,0
52380,1/19/2013,1/19/2013,Male,4,dalian,liaoning,CN,28.0,3/31/2014,3,1500,1988.0,0.0,1737,2/1/2013,425,6.5,11,0,0.933333333,1500,0
53211,9/11/2011,9/11/2011,Female,4,beijing,.,CN,43.0,3/31/2014,3,1500,1988.0,0.0,1737,9/21/2012,558,58.0,113,0,0.933333333,1500,0
6733,7/20/2012,7/20/2012,Male,4,shanghai,shanghai,CN,40.0,3/31/2014,2,1207,1527.0,0.0,3139,12/3/2012,485,136.0,136,0,0.516374642,1207,0
2677,8/6/2007,8/6/2007,Male,4,nanjing,jiangsu,CN,53.0,3/31/2014,2,1368,1035.0,578.0,2342,9/26/2013,188,212.0,212,0,0.6920239109999999,1368,0
54557,3/12/2013,6/12/2013,Male,4,shanghai ,shanghai,CN,38.0,3/31/2014,2,1257,0.0,476.0,2873,10/9/2013,175,119.0,119,0,0.564054995,2702,3
22096,3/24/2009,3/24/2009,Male,4,danyang,jiangsu,CN,43.0,3/31/2014,2,924,0.0,1413.0,2868,10/22/2013,162,88.0,88,0,0.565,924,0
4010,4/27/2009,9/6/2013,Male,4,hangzhou,zhejiang,CN,43.0,3/31/2014,2,0,0.0,1365.0,4154,12/26/2013,97,111.0,111,0,0.39,0,0
14557,5/13/2011,5/13/2011,Male,4,shanghai,shanghai,CN,36.0,3/31/2014,4,479,832.0,0.0,5364,10/11/2013,173,171.66666669999998,308,0,0.30194630899999997,479,0
5098,1/23/2011,1/25/2011,Female,4,beijing,beijing,CN,39.0,3/31/2014,3,1516,710.0,637.0,2328,10/13/2013,171,197.5,255,0,0.695708763,1516,0
43527,2/26/2013,2/26/2013,Male,4,guanghan,sichuan,CN,24.0,3/31/2014,2,1039,1224.0,384.0,2809,1/21/2014,71,329.0,329,0,0.576461374,1039,0
16310,3/11/2013,3/11/2013,Male,4,shenzhen,guangdong,CN,34.0,3/31/2014,2,1135,915.0,602.0,3431,3/9/2014,23,364.0,364,0,0.47192655200000005,1135,0
24436,3/25/2012,3/25/2012,Male,4,shenzhen,guangdong,CN,35.0,3/31/2014,2,1211,438.0,0.0,3451,8/12/2012,598,89.0,89,0,0.468980006,1211,0
54647,2/15/2006,5/10/2006,Male,4,shenzhen,guangdongsheng,CN,35.0,3/31/2014,2,1211,438.0,0.0,3451,8/6/2012,604,67.0,67,0,0.468980006,1211,0
42959,9/26/2012,9/26/2012,Male,4,changchunshi,jilinsheng,CN,29.0,3/31/2014,2,903,1580.0,0.0,2442,10/1/2012,548,5.0,5,0,0.662735463,903,0
10493,4/21/2011,8/19/2011,Female,4,guangzhoushi,guangdong,CN,39.0,3/31/2014,2,1490,0.0,1512.0,2441,6/4/2013,302,45.0,45,0,0.662925031,1490,0
40424,12/8/2009,3/12/2010,Female,4,SEMARANG,EAWA TENGAH,MY,40.0,3/31/2014,2,1425,0.0,1740.0,1706,5/14/2013,323,2.0,2,0,0.948534584,1425,0
37951,2/21/2013,7/21/2013,Male,4,shenyang,liaoning,CN,24.0,3/31/2014,2,0,0.0,1376.0,4258,8/20/2013,225,30.0,30,0,0.38,0,0
10783,10/4/2012,4/25/2013,Female,4,guangzhou,guangdong,CN,44.0,3/31/2014,2,2480,0.0,1406.0,3330,7/28/2013,248,94.0,94,0,0.485858859,2680,1
55768,4/15/2012,6/22/2012,Female,4,guangzhou,guangdong,CN,33.0,3/31/2014,2,1111,1539.0,0.0,3044,1/1/2013,456,193.0,193,0,0.531504599,1605,1
55612,5/8/2011,11/18/2011,Male,4,taizhou,zhejiang,CN,34.0,3/31/2014,2,728,0.0,1543.0,3169,9/24/2013,190,18.0,18,0,0.510476491,728,0
55847,7/28/2012,1/25/2013,Female,4,shanghai,shanghai,CN,27.0,3/31/2014,4,879,396.0,1500.0,3376,12/8/2013,115,105.66666670000001,168,0,0.479135071,879,0
61744,7/14/2010,7/14/2010,Male,4,changchun,jilin,CN,43.0,3/31/2014,2,1539,876.0,736.0,2291,8/13/2013,232,269.0,269,0,0.7060148409999999,1539,0
59486,6/18/2011,6/19/2011,Male,4,yangjiang,guangdong,CN,31.0,3/31/2014,3,768,1638.0,0.0,3247,9/19/2012,560,31.0,40,0,0.498075146,768,0
49458,1/11/2010,1/11/2010,Male,4,shanghai,shanghai,CN,37.0,3/31/2014,2,1098,0.0,1582.0,3076,1/9/2014,83,71.0,71,0,0.52573472,1381,2
46469,4/25/2010,5/1/2010,Male,4,songzi,hubei,CN,39.0,3/31/2014,3,878,450.0,698.0,2388,6/2/2013,304,86.5,129,2,0.6771440540000001,878,2
29106,2/28/2005,10/7/2012,Male,4,,,CN,50.0,3/31/2014,2,1319,1439.0,0.0,3523,3/14/2013,384,158.0,158,0,0.458955436,1319,0
3912,12/4/2011,12/4/2011,Male,4,,,SG,36.0,3/31/2014,3,400,0.0,1521.0,4067,9/11/2013,203,14.5,29,0,0.39746988,10204,3
51026,5/16/2012,5/16/2012,Male,4,HAYWARD,CA,US,63.0,3/31/2014,4,1061,1496.0,0.0,4642,10/28/2012,521,55.0,132,0,0.348179664,1061,0
26535,7/5/2011,7/5/2011,Male,4,shenzhen,guangdong,CN,37.0,3/31/2014,3,1436,655.0,1422.0,2255,9/11/2013,203,240.5,476,0,0.7166962309999999,1436,0
27759,5/10/2006,5/10/2006,Male,4,,,TW,,3/31/2014,3,912,0.0,617.0,3943,8/22/2013,223,113.0,119,0,0.40985290399999996,912,0
35730,2/13/2008,2/13/2008,Male,4,beijing,beijing,CN,28.0,3/31/2014,3,1464,700.0,1043.0,1947,1/13/2014,79,160.5,176,0,0.83,1464,0
48007,10/11/2005,10/12/2005,Male,4,fushun,liaoning,CN,42.0,3/31/2014,3,1464,1085.0,658.0,1947,3/4/2014,28,240.5,481,3,0.83,1464,3
35103,10/29/2010,11/16/2010,Male,4,ha,heilongjiang,CN,48.0,3/31/2014,2,1447,1536.0,0.0,2020,7/14/2012,627,2.0,2,0,0.8,1447,0
35852,7/18/2008,7/18/2008,Male,4,beijing,beijing,CN,56.0,3/31/2014,2,1447,0.0,1536.0,2020,3/13/2014,19,161.0,161,0,0.8,1447,0
50762,7/25/2011,7/25/2011,Male,4,beijing,beijing,CN,46.0,3/31/2014,2,2068,1536.0,0.0,2020,8/17/2012,593,2.0,2,0,0.8,2068,1
40093,4/14/2009,3/18/2013,Male,4,shenzhen,guangdong,CN,54.0,3/31/2014,2,1555,808.0,705.0,2504,5/24/2013,313,67.0,67,0,0.645227636,1555,0
4845,7/19/2011,7/19/2011,Male,4,shenzhenshi,guangdongsheng,CN,31.0,3/31/2014,2,1292,705.0,814.0,3472,11/29/2013,124,361.0,361,0,0.46531682,2915,11
61805,3/2/2012,3/2/2012,Female,4,Dobong-gu,Seoul,KR,37.0,3/31/2014,3,1192,1620.0,0.0,2665,6/15/2012,656,6.0,11,0,0.6061350839999999,1192,0
37726,5/26/2012,11/24/2012,Male,4,guangzhou,guangdong,CN,44.0,3/31/2014,5,988,1040.0,657.0,4340,10/31/2013,153,85.25,320,0,0.372184332,988,0
16922,8/14/2010,8/14/2010,Male,4,yinchuan,ningxia,CN,48.0,3/31/2014,2,1311,0.0,1680.0,2232,5/20/2013,317,6.0,6,0,0.7236559140000001,1311,0
11171,5/24/2005,8/10/2005,Male,4,shanghai,shanghai,CN,50.0,3/31/2014,2,1096,0.0,1584.0,3189,6/10/2013,296,3.0,3,0,0.506444026,1096,0
53221,1/3/2010,1/5/2010,Male,4,haerbinshi,heilongjiangsheng,CN,61.0,3/31/2014,2,1897,0.0,1555.0,1867,8/5/2013,240,73.0,73,0,0.8649169790000001,1897,0
1094,3/27/2007,2/18/2010,Male,4,taibei,,TW,59.0,3/31/2014,2,973,715.0,832.0,2698,6/26/2013,280,276.0,276,0,0.598480356,973,0
58604,7/29/2010,12/18/2010,Female,4,beijing,beijing,CN,37.0,3/31/2014,2,763,0.0,1431.0,2839,3/1/2014,31,5.0,5,0,0.568640366,763,0
26750,6/22/2007,6/23/2007,Male,4,,,CN,82.0,3/31/2014,2,1222,1500.0,0.0,3228,10/15/2012,534,129.0,129,0,0.5,1222,0
36457,11/6/2012,12/18/2012,Male,4,shenzhen,guangdong,CN,31.0,3/31/2014,5,1158,744.0,1126.0,3971,5/22/2013,315,38.75,148,0,0.406421556,9544,24
49432,2/24/2010,2/24/2010,Male,4,beijing,beijing,CN,38.0,3/31/2014,2,1212,,0.0,2085,8/25/2012,585,2.0,2,0,0.773980815,1212,0
1531,7/7/2011,7/13/2011,Male,4,shanghai,shanghai,CN,39.0,3/31/2014,2,1713,1684.0,0.0,1875,5/24/2012,678,1.0,1,0,0.8604799999999999,1713,0
50400,6/19/2011,6/19/2011,Female,4,shenzhen,guangdong,CN,28.0,3/31/2014,3,833,356.0,456.0,4335,9/29/2013,185,228.0,237,0,0.372179931,833,0
39347,7/24/2008,7/29/2008,Male,4,chengdu,sichuan,CN,42.0,3/31/2014,4,1651,353.0,989.0,2996,12/25/2013,98,204.0,366,0,0.5384012020000001,1651,0
47479,6/1/2007,6/5/2007,Female,4,,,TW,49.0,3/31/2014,7,1700,0.0,4666.0,2367,3/29/2014,3,31.33333333,107,0,0.6814575409999999,2501,1
38105,4/10/2005,4/25/2005,Male,4,guangzhou,guangdong,CN,43.0,3/31/2014,2,1366,0.0,710.0,1613,4/13/2013,354,3.0,3,0,1.0,1366,0
19977,11/21/2012,6/23/2013,Male,4,shenzhen,guangdong,CN,25.0,3/31/2014,3,883,0.0,1446.0,3082,12/12/2013,111,86.0,135,0,0.523270604,883,0
56342,7/2/2005,1/2/2009,Male,4,guangzhou,guangdong,CN,36.0,3/31/2014,2,988,0.0,1508.0,2780,7/22/2013,254,19.0,19,0,0.58,988,0
28686,3/7/2012,3/7/2012,Male,4,shamen,fujian,CN,30.0,3/31/2014,4,1062,1793.0,0.0,2826,3/19/2013,379,116.0,340,0,0.570488323,1562,1
22718,7/14/2011,7/14/2011,Male,4,maoming,guangdong,CN,30.0,3/31/2014,3,0,485.0,660.0,5693,11/8/2013,145,244.0,469,0,0.283167047,1214,24
37341,6/17/2009,12/22/2012,Male,4,fanyu,guangdong,CN,35.0,3/31/2014,2,1594,2400.0,0.0,1954,12/24/2012,464,2.0,2,0,0.825,8989,21
30683,11/11/2008,1/10/2014,Male,4,fanyu,guangdong,CN,39.0,3/31/2014,2,1394,0.0,1577.0,2287,3/30/2014,2,80.0,80,0,0.704669873,1394,0
39924,10/20/2010,10/21/2010,Male,4,beijing,beijing,CN,38.0,3/31/2014,2,646,0.0,1475.0,3400,6/19/2013,287,69.0,69,0,0.473941176,646,0
1496,4/21/2011,7/3/2011,Female,4,guangzhou,guangdong,CN,29.0,3/31/2014,6,700,700.0,1358.0,3288,3/18/2014,14,79.4,113,0,0.49,2200,1
37479,10/9/2010,3/12/2011,Male,4,guangzhou,guangdong,CN,31.0,3/31/2014,3,1415,1618.0,0.0,2393,8/29/2012,581,15.0,26,0,0.673213539,1415,0
12162,5/4/2008,12/1/2013,Male,4,shanghai,shanghai,CN,51.0,3/31/2014,2,1968,0.0,1524.0,2092,12/3/2013,120,2.0,2,0,0.77,1968,0
9408,10/30/2012,12/26/2012,Male,4,zhongshan,guangdong,CN,32.0,3/31/2014,3,1262,1278.0,493.0,2185,11/18/2013,135,163.5,240,0,0.737157895,2584,8
7,4/28/2011,8/16/2011,Male,4,,,HK,52.0,3/31/2014,2,560,1549.0,0.0,3390,10/14/2012,535,165.0,165,0,0.475,560,0
40304,9/27/2009,9/27/2009,Male,4,wujiang,jiangsu,CN,56.0,3/31/2014,2,1010,630.0,0.0,2882,3/8/2013,390,15.0,15,0,0.558535739,1010,0
25339,12/22/2012,12/22/2012,Male,4,suzhou,jiangsu,CN,39.0,3/31/2014,2,1472,1048.0,510.0,2203,4/7/2013,360,106.0,106,0,0.7306400359999999,1472,0
12159,9/29/2008,9/29/2008,Male,4,beibei,zhongqing,CN,30.0,3/31/2014,6,879,1279.0,482.0,3894,11/22/2013,131,119.2,162,0,0.41333333299999997,879,0
16709,9/19/2009,9/19/2009,Male,4,hangzhoushi,zhejiangsheng,CN,46.0,3/31/2014,2,1161,1479.0,0.0,2875,7/26/2012,615,33.0,33,0,0.559826087,1161,0
54391,3/24/2012,12/17/2013,Male,4,dalian,liaoning,CN,60.0,3/31/2014,2,500,0.0,1474.0,3641,3/12/2014,20,86.0,86,0,0.442018676,4290,25
33579,9/19/2012,9/20/2012,Female,4,wulumuqi,xinjiang,CN,27.0,3/31/2014,2,886,,0.0,2682,9/24/2012,555,4.0,4,0,0.6,886,0
42086,12/15/2012,4/3/2013,Male,4,xian,shanxi,CN,46.0,3/31/2014,2,902,0.0,1578.0,2587,6/12/2013,294,70.0,70,0,0.6220216470000001,1278,1
49213,7/6/2010,12/11/2010,Male,4,beijing,beijing,CN,42.0,3/31/2014,2,1336,0.0,1462.0,3436,3/27/2014,5,253.0,253,0,0.46831781100000003,1336,0
4528,3/12/2010,3/12/2010,Male,4,shanghai,shanghai,CN,36.0,3/31/2014,2,1695,0.0,1078.0,2750,8/5/2013,240,296.0,296,0,0.585134545,1695,0
60912,11/22/2012,11/24/2012,Male,4,beijing,haidian,CN,45.0,3/31/2014,2,1270,788.0,686.0,3453,7/3/2013,273,221.0,221,0,0.46593976299999995,1270,0
13123,3/22/2009,4/5/2009,Male,4,,shanghai,CN,60.0,3/31/2014,2,1112,580.0,0.0,2021,7/18/2012,623,105.0,105,0,0.796041564,1112,0
33315,4/23/2012,4/23/2012,Male,4,yanqixian,xinjiang,CN,47.0,3/31/2014,2,1659,1120.0,0.0,4022,4/23/2012,709,0.0,0,0,0.4,1659,0
42438,4/15/2012,4/17/2012,Male,4,kuerle,xinjiang,CN,47.0,3/31/2014,2,1659,1120.0,0.0,4022,4/17/2012,715,0.0,0,0,0.4,1659,0
11728,10/18/2007,11/8/2008,Male,4,chengdushi,sichuan,CN,34.0,3/31/2014,3,494,0.0,1552.0,3859,3/30/2014,2,163.5,167,1,0.41687483799999997,2902,9
15464,5/16/2012,10/12/2012,Male,4,dalian,liaoning,CN,33.0,3/31/2014,4,1046,675.0,653.0,2788,7/8/2013,268,89.66666667,156,0,0.576840029,1046,0
16877,4/9/2010,4/12/2010,Male,4,shenyang,liaoning,CN,38.0,3/31/2014,2,1803,0.0,1610.0,2004,3/11/2014,21,14.0,14,0,0.80238523,1803,0
